country_id,indicator_id,Year,Value,Gender
4,5,2008,55828,
4,5,2009,55528,
4,5,2010,55228,
4,5,2011,54895,
4,5,2012,54489,
4,5,2013,54006,
4,5,2014,53466,
4,5,2015,52878,
4,5,2016,52245,
4,5,2017,51586,
4,5,2018,50908,
4,5,2019,50209,
4,5,2020,49761,
4,5,2021,49225,
4,5,2022,48342,
4,5,2023,47521,
5,1,1970,78617711.1,
5,1,1971,89406608.15,
5,1,1972,113414397.4,
5,1,1973,150841639.3,
5,1,1974,186557082,
5,1,1975,220112572.2,
5,1,1976,227283850.8,
5,1,1977,253997897.2,
5,1,1978,308020261.2,
5,1,1979,411548748.4,
5,1,1980,446377776.8,
5,1,1981,388983266.2,
5,1,1982,375914743.6,
5,1,1983,327850042.5,
5,1,1984,330073080.6,
5,1,1985,346742714.7,
5,1,1986,481996012.9,
5,1,1987,611299924.5,
5,1,1988,721425939.2,
5,1,1989,795489582,
5,1,1990,1028989692,
5,1,1991,1106891362,
5,1,1992,1209992020,
5,1,1993,1007090270,
5,1,1994,1017544069,
5,1,1995,1178745283,
5,1,1996,1224024139,
5,1,1997,1180645572,
5,1,1998,1211953994,
5,1,1999,1240295199,
5,1,2000,1432606189,
5,1,2001,1548265808,
5,1,2002,1764279824,
5,1,2003,2366941809,
5,1,2004,2900245324,
5,1,2005,3161084091,
